 Debt collection, 765270, Cont'd attempts collect debt not owed, 
 Credit card, 765909, Billing disputes, 
 Mortgage, 764292, Credit decision / Underwriting, 
 Debt collection, 764877, Cont'd attempts collect debt not owed, 
 Debt collection, 768554, Cont'd attempts collect debt not owed, 
 Debt collection, 768557, Cont'd attempts collect debt not owed, 
 Debt collection, 768556, Cont'd attempts collect debt not owed, 
 Credit reporting, 768596, Incorrect information on credit report, 
 Student loan, 760632, Can't repay my loan, 
 Consumer loan, 763389, Managing the loan or lease, 
 Credit reporting, 759188, Incorrect information on credit report, 
 Debt collection, 760539, Communication tactics, 
 Credit reporting, 760572, Credit reporting company's investigation, 
 Consumer loan, 760613, Managing the loan or lease, 
 Consumer loan, 767845, Managing the loan or lease, 
 Debt collection, 767822, Disclosure verification of debt, 
 Credit card, 760370, Credit line increase/decrease, 
 Consumer loan, 767986, Taking out the loan or lease, 
 Mortgage, 757988, Settlement process and costs, 
 Credit reporting, 767607, Incorrect information on credit report, 
 Debt collection, 767427, Communication tactics, 
 Debt collection, 767428, Communication tactics, 
 Credit reporting, 757813, Unable to get credit report/credit score, 
 Credit card, 767360, Other, 
 Student loan, 763014, Can't repay my loan, 
 Debt collection, 763084, Cont'd attempts collect debt not owed, 
 Consumer loan, 756104, Managing the line of credit, 
 Credit card, 757718, Other, 
 Debt collection, 760136, False statements or representation, 
 Student loan, 757560, Can't repay my loan, 
 Credit card, 754071, Credit determination, 
 Bank account or service, 754264, Deposits and withdrawals, 
 Student loan, 755770, Can't repay my loan, 
 Debt collection, 753888, Disclosure verification of debt, 
 Credit card, 767008, Delinquent account, 
 Debt collection, 752375, Disclosure verification of debt, 
 Credit card, 753846, Billing disputes, 
 Credit reporting, 748300, Incorrect information on credit report, 
 Credit reporting, 748299, Incorrect information on credit report, 
 Credit card, 749669, Other, 
 Debt collection, 753624, Disclosure verification of debt, 
 Bank account or service, 747582, Deposits and withdrawals, 
 Credit card, 746814, Other, 
 Credit card, 744595, Late fee, 
 Credit card, 744742, Billing disputes, 
 Debt collection, 743036, Improper contact or sharing of info, 
 Debt collection, 741547, Cont'd attempts collect debt not owed, 
 Debt collection, 743037, Improper contact or sharing of info, 
 Credit reporting, 742606, Incorrect information on credit report, 
 Credit reporting, 742607, Incorrect information on credit report, 
 Credit card, 740164, Billing disputes, 
 Credit card, 739628, Closing/Cancelling account, 
 Student loan, 738846, Can't repay my loan, 
 Mortgage, 738286, Other, 
 Debt collection, 736561, Communication tactics, 
 Bank account or service, 735380, Using a debit or ATM card, 
 Student loan, 734799, Can't repay my loan, 
 Debt collection, 734556, Improper contact or sharing of info, 
 Debt collection, 731486, False statements or representation, 
 Mortgage, 730677, Settlement process and costs, 
 Credit card, 730573, APR or interest rate, 
 Bank account or service, 730697, Deposits and withdrawals, 
 Consumer loan, 732213, Problems when you are unable to pay, 
 Bank account or service, 728722, Deposits and withdrawals, 
 Bank account or service, 728902, Using a debit or ATM card, 
 Money transfers, 729167, Wrong amount charged or received, 
 Credit card, 728406, Balance transfer fee, 
 Debt collection, 729313, Taking/threatening an illegal action, 
 Credit reporting, 725198, Incorrect information on credit report, 
 Consumer loan, 725307, Managing the loan or lease, 
 Credit reporting, 726633, Incorrect information on credit report, 
 Credit reporting, 726622, Incorrect information on credit report, 
 Credit reporting, 726632, Incorrect information on credit report, 
 Credit card, 726123, Delinquent account, 
 Debt collection, 727080, Communication tactics, 
 Credit reporting, 722561, Credit reporting company's investigation, 
 Credit reporting, 724531, Incorrect information on credit report, 
 Credit reporting, 724533, Incorrect information on credit report, 
 Credit reporting, 724532, Incorrect information on credit report, 
 Debt collection, 725103, Cont'd attempts collect debt not owed, 
 Bank account or service, 725163, Deposits and withdrawals, 
 Debt collection, 720259, Disclosure verification of debt, 
 Credit card, 721304, APR or interest rate, 
 Credit reporting, 722511, Incorrect information on credit report, 
 Bank account or service, 722042, Deposits and withdrawals, 
 Consumer loan, 719113, Account terms and changes, 
 Debt collection, 714089, Communication tactics, 
 Credit reporting, 716484, Incorrect information on credit report, 
 Debt collection, 717602, Cont'd attempts collect debt not owed, 
 Student loan, 717614, Dealing with my lender or servicer, 
 Credit reporting, 717654, Incorrect information on credit report, 
 Credit reporting, 716189, Incorrect information on credit report, 
 Debt collection, 715983, Improper contact or sharing of info, 
 Credit reporting, 713915, Credit reporting company's investigation, 
 Bank account or service, 712836, Deposits and withdrawals, 
 Debt collection, 712962, Taking/threatening an illegal action, 
 Money transfers, 734219, Wrong amount charged or received, 
 Bank account or service, 713917, Problems caused by my funds being low, 
 Consumer loan, 711786, Taking out the loan or lease, 
 Credit card, 717428, APR or interest rate, 
 Bank account or service, 708890, Problems caused by my funds being low, 
 Money transfers, 708985, Other transaction issues, 
 Money transfers, 729845, Other transaction issues, 
 Money transfers, 707056, Fraud or scam, 
 Bank account or service, 707249, Deposits and withdrawals, 
 Credit card, 708198, Rewards, 
 Debt collection, 702671, Taking/threatening an illegal action, 
 Credit reporting, 704905, Incorrect information on credit report, 
 Credit card, 704965, Billing statement, 
 Credit reporting, 704806, Unable to get credit report/credit score, 
 Debt collection, 703683, Taking/threatening an illegal action, 
 Credit card, 704362, APR or interest rate, 
 Bank account or service, 704361, Deposits and withdrawals, 
 Credit reporting, 705705, Incorrect information on credit report, 
 Credit card, 703539, Delinquent account, 
 Bank account or service, 700808, Deposits and withdrawals, 
 Consumer loan, 700538, Taking out the loan or lease, 
 Payday loan, 702926, Can't stop charges to bank account, 
 Mortgage, 705103, Settlement process and costs, 
 Student loan, 710293, Dealing with my lender or servicer, 
 Debt collection, 700096, Taking/threatening an illegal action, 
 Student loan, 700288, Can't repay my loan, 
 Debt collection, 698639, Communication tactics, 
 Payday loan, 699526, Charged fees or interest I didn't expect, 
 Debt collection, 710192, Cont'd attempts collect debt not owed, 
 Credit card, 698360, Billing disputes, 
 Debt collection, 695667, Disclosure verification of debt, 
 Student loan, 695676, Dealing with my lender or servicer, 
 Credit card, 695767, Closing/Cancelling account, 
 Student loan, 695714, Dealing with my lender or servicer, 
 Credit card, 694653, Billing disputes, 
 Credit reporting, 695973, Incorrect information on credit report, 
 Credit reporting, 695974, Incorrect information on credit report, 
 Debt collection, 693031, Improper contact or sharing of info, 
 Debt collection, 693087, Cont'd attempts collect debt not owed, 
 Debt collection, 693117, Cont'd attempts collect debt not owed, 
 Bank account or service, 693411, Deposits and withdrawals, 
 Credit card, 693512, Advertising and marketing, 
 Credit reporting, 694124, Incorrect information on credit report, 
 Credit reporting, 688384, Incorrect information on credit report, 
 Debt collection, 688679, Disclosure verification of debt, 
 Debt collection, 689000, Communication tactics, 
 Credit reporting, 688109, Incorrect information on credit report, 
 Mortgage, 688604, Settlement process and costs, 
 Student loan, 688584, Can't repay my loan, 
 Credit card, 685884, Balance transfer, 
 Credit card, 685946, Balance transfer, 
 Credit reporting, 686559, Unable to get credit report/credit score, 
 Debt collection, 685699, False statements or representation, 
 Credit reporting, 684789, Incorrect information on credit report, 
 Credit card, 684016, Transaction issue, 
 Credit card, 683438, Payoff process, 
 Credit card, 684391, Billing statement, 
 Credit reporting, 684788, Incorrect information on credit report, 
 Credit reporting, 684787, Incorrect information on credit report, 
 Bank account or service, 681203, Deposits and withdrawals, 
 Credit reporting, 681811, Incorrect information on credit report, 
 Credit card, 682442, Closing/Cancelling account, 
 Money transfers, 682844, Wrong amount charged or received, 
 Credit reporting, 683049, Incorrect information on credit report, 
 Student loan, 684230, Can't repay my loan, 
 Credit reporting, 681795, Incorrect information on credit report, 
 Bank account or service, 680438, Deposits and withdrawals, 
 Credit card, 680742, Billing disputes, 
 Credit reporting, 679560, Incorrect information on credit report, 
 Credit card, 681021, Delinquent account, 
 Credit reporting, 677324, Incorrect information on credit report, 
 Bank account or service, 677520, Deposits and withdrawals, 
 Credit card, 677506, Transaction issue, 
 Credit card, 676566, Rewards, 
 Debt collection, 676116, Cont'd attempts collect debt not owed, 
 Credit card, 676048, Customer service / Customer relations, 
 Credit card, 675436, Identity theft / Fraud / Embezzlement, 
 Mortgage, 674804, Settlement process and costs, 
 Credit card, 675973, Transaction issue, 
 Credit card, 672240, Rewards, 
 Debt collection, 672472, Taking/threatening an illegal action, 
 Debt collection, 672473, Taking/threatening an illegal action, 
 Debt collection, 672829, Disclosure verification of debt, 
 Credit reporting, 673334, Unable to get credit report/credit score, 
 Debt collection, 672063, Cont'd attempts collect debt not owed, 
 Debt collection, 674449, Cont'd attempts collect debt not owed, 
 Debt collection, 674512, Taking/threatening an illegal action, 
 Credit reporting, 672426, Improper use of my credit report, 
 Money transfers, 670803, Money was not available when promised, 
 Student loan, 668630, Dealing with my lender or servicer, 
 Debt collection, 665281, Communication tactics, 
 Debt collection, 665282, Communication tactics, 
 Money transfers, 666550, Money was not available when promised, 
 Debt collection, 666689, Cont'd attempts collect debt not owed, 
 Student loan, 667896, Dealing with my lender or servicer, 
 Debt collection, 664197, Communication tactics, 
 Debt collection, 662737, Communication tactics, 
 Debt collection, 661722, Communication tactics, 
 Bank account or service, 659753, Deposits and withdrawals, 
 Payday loan, 659846, Applied for loan/did not receive money, 
 Credit card, 660826, Identity theft / Fraud / Embezzlement, 
 Bank account or service, 657009, Problems caused by my funds being low, 
 Student loan, 657520, Dealing with my lender or servicer, 
 Credit card, 655850, Advertising and marketing, 
 Credit reporting, 656143, Incorrect information on credit report, 
 Debt collection, 654011, Improper contact or sharing of info, 
 Debt collection, 652288, Cont'd attempts collect debt not owed, 
 Student loan, 652308, Dealing with my lender or servicer, 
 Credit reporting, 653755, Incorrect information on credit report, 
 Bank account or service, 650817, Deposits and withdrawals, 
 Bank account or service, 651138, Deposits and withdrawals, 
 Credit card, 649170, Billing disputes, 
 Bank account or service, 649393, Deposits and withdrawals, 
 Credit reporting, 649701, Credit reporting company's investigation, 
 Credit reporting, 650098, Incorrect information on credit report, 
 Credit card, 648907, Other, 
 Debt collection, 646985, Communication tactics, 
 Credit reporting, 648197, Incorrect information on credit report, 
 Student loan, 648233, Dealing with my lender or servicer, 
 Debt collection, 647383, Cont'd attempts collect debt not owed, 
 Bank account or service, 647790, Problems caused by my funds being low, 
 Credit reporting, 645728, Incorrect information on credit report, 
 Bank account or service, 646181, Deposits and withdrawals, 
 Debt collection, 644877, Cont'd attempts collect debt not owed, 
 Credit card, 643659, Closing/Cancelling account, 
 Credit card, 643819, Closing/Cancelling account, 
 Credit reporting, 640094, Unable to get credit report/credit score, 
 Bank account or service, 641510, Problems caused by my funds being low, 
 Credit card, 641326, Other, 
 Student loan, 640570, Dealing with my lender or servicer, 
 Debt collection, 639410, Cont'd attempts collect debt not owed, 
 Bank account or service, 638469, Deposits and withdrawals, 
 Bank account or service, 642470, Deposits and withdrawals, 
 Student loan, 632672, Repaying your loan, 
 Debt collection, 634044, Cont'd attempts collect debt not owed, 
 Credit reporting, 633214, Improper use of my credit report, 
 Student loan, 633253, Repaying your loan, 
 Credit card, 633456, Cash advance, 
 Credit card, 632766, Advertising and marketing, 
 Bank account or service, 633696, Deposits and withdrawals, 
 Credit card, 631603, Application processing delay, 
 Bank account or service, 631150, Problems caused by my funds being low, 
 Student loan, 631191, Problems when you are unable to pay, 
 Bank account or service, 631181, Deposits and withdrawals, 
 Student loan, 629612, Repaying your loan, 
 Debt collection, 628061, Improper contact or sharing of info, 
 Debt collection, 628117, Cont'd attempts collect debt not owed, 
 Bank account or service, 628667, Problems caused by my funds being low, 
 Consumer loan, 628780, Managing the loan or lease, 
 Consumer loan, 629464, Shopping for a loan or lease, 
 Consumer loan, 629483, Managing the line of credit, 
 Credit reporting, 629260, Incorrect information on credit report, 
 Credit reporting, 624101, Incorrect information on credit report, 
 Credit reporting, 624100, Incorrect information on credit report, 
 Debt collection, 625311, Disclosure verification of debt, 
 Debt collection, 624723, Communication tactics, 
 Debt collection, 624253, Disclosure verification of debt, 
 Bank account or service, 622813, Problems caused by my funds being low, 
 Credit card, 626679, Credit determination, 
 Bank account or service, 623193, Deposits and withdrawals, 
 Debt collection, 624166, Cont'd attempts collect debt not owed, 
 Student loan, 622677, Repaying your loan, 
 Debt collection, 623315, Communication tactics, 
 Credit reporting, 623403, Incorrect information on credit report, 
 Credit reporting, 623404, Incorrect information on credit report, 
 Debt collection, 620833, Communication tactics, 
 Bank account or service, 621297, Deposits and withdrawals, 
 Student loan, 622445, Repaying your loan, 
 Credit card, 623436, Advertising and marketing, 
 Credit card, 619227, Credit line increase/decrease, 
 Debt collection, 619602, Communication tactics, 
 Credit reporting, 619856, Credit monitoring or identity protection, 
 Credit card, 618893, Billing disputes, 
 Debt collection, 615970, Disclosure verification of debt, 
 Debt collection, 616413, Cont'd attempts collect debt not owed, 
 Debt collection, 615716, Cont'd attempts collect debt not owed, 
 Debt collection, 613342, Communication tactics, 
 Credit card, 613384, Billing disputes, 
 Credit reporting, 611323, Improper use of my credit report, 
 Credit card, 609700, Transaction issue, 
 Bank account or service, 607516, Problems caused by my funds being low, 
 Debt collection, 607911, Improper contact or sharing of info, 
 Credit card, 607412, Billing disputes, 
 Student loan, 603790, Repaying your loan, 
 Credit reporting, 604246, Incorrect information on credit report, 
 Consumer loan, 604602, Managing the loan or lease, 
 Bank account or service, 601896, Using a debit or ATM card, 
 Credit reporting, 602887, Incorrect information on credit report, 
 Credit reporting, 601292, Incorrect information on credit report, 
 Bank account or service, 600001, Deposits and withdrawals, 
 Debt collection, 598803, Communication tactics, 
 Credit card, 597451, Billing disputes, 
 Debt collection, 597948, Cont'd attempts collect debt not owed, 
 Consumer loan, 596481, Managing the loan or lease, 
 Credit card, 596829, Late fee, 
 Credit card, 595724, Balance transfer, 
 Bank account or service, 593259, Using a debit or ATM card, 
 Credit card, 594638, APR or interest rate, 
 Debt collection, 594028, Communication tactics, 
 Student loan, 593673, Problems when you are unable to pay, 
 Debt collection, 591000, Disclosure verification of debt, 
 Consumer loan, 592851, Managing the loan or lease, 
 Credit card, 591055, Other fee, 
 Debt collection, 592683, Disclosure verification of debt, 
 Debt collection, 590868, Taking/threatening an illegal action, 
 Debt collection, 592111, Communication tactics, 
 Payday loan, 592537, Charged bank acct wrong day or amt, 
 Credit card, 591914, Delinquent account, 
 Bank account or service, 587549, Deposits and withdrawals, 
 Debt collection, 587554, Disclosure verification of debt, 
 Bank account or service, 588587, Deposits and withdrawals, 
 Credit reporting, 586402, Unable to get credit report/credit score, 
 Bank account or service, 585243, Problems caused by my funds being low, 
 Debt collection, 584110, False statements or representation, 
 Credit card, 582576, Arbitration, 
 Credit card, 582471, Privacy, 
 Debt collection, 581512, Improper contact or sharing of info, 
 Credit card, 579843, Late fee, 
 Student loan, 580201, Repaying your loan, 
 Bank account or service, 580256, Deposits and withdrawals, 
 Debt collection, 580359, Cont'd attempts collect debt not owed, 
 Debt collection, 580360, Communication tactics, 
 Credit reporting, 579534, Credit monitoring or identity protection, 
 Credit reporting, 577846, Incorrect information on credit report, 
 Mortgage, 578013, Other, 
 Bank account or service, 576190, Deposits and withdrawals, 
 Debt collection, 576645, Communication tactics, 
 Student loan, 575247, Repaying your loan, 
 Credit reporting, 577415, Incorrect information on credit report, 
 Student loan, 575201, Repaying your loan, 
 Credit reporting, 573669, Credit monitoring or identity protection, 
 Credit reporting, 573667, Credit monitoring or identity protection, 
 Credit reporting, 573668, Credit monitoring or identity protection, 
 Student loan, 572592, Repaying your loan, 
 Mortgage, 571465, Credit decision / Underwriting, 
 Bank account or service, 569916, Deposits and withdrawals, 
 Consumer loan, 569104, Problems when you are unable to pay, 
 Debt collection, 569617, Taking/threatening an illegal action, 
 Credit reporting, 565904, Incorrect information on credit report, 
 Debt collection, 566068, Communication tactics, 
 Student loan, 566092, Repaying your loan, 
 Debt collection, 566326, Improper contact or sharing of info, 
 Debt collection, 566581, Communication tactics, 
 Debt collection, 564610, Cont'd attempts collect debt not owed, 
 Consumer loan, 563913, Problems when you are unable to pay, 
 Credit card, 563411, Other fee, 
 Credit reporting, 562677, Incorrect information on credit report, 
 Consumer loan, 561472, Managing the line of credit, 
 Credit reporting, 562194, Incorrect information on credit report, 
 Credit reporting, 562193, Incorrect information on credit report, 
 Debt collection, 559902, Disclosure verification of debt, 
 Student loan, 560410, Repaying your loan, 
 Mortgage, 558054, Credit decision / Underwriting, 
 Mortgage, 558078, Credit decision / Underwriting, 
 Student loan, 557725, Repaying your loan, 
 Credit card, 557260, Sale of account, 
 Mortgage, 556166, Settlement process and costs, 
 Credit card, 556192, Other fee, 
 Mortgage, 555830, Settlement process and costs, 
 Bank account or service, 556019, Deposits and withdrawals, 
 Credit card, 553816, Late fee, 
 Credit reporting, 553260, Credit reporting company's investigation, 
 Credit reporting, 553259, Credit reporting company's investigation, 
 Credit card, 553261, Other, 
 Bank account or service, 553249, Using a debit or ATM card, 
 Mortgage, 551885, Settlement process and costs, 
 Credit card, 549704, Advertising and marketing, 
 Bank account or service, 549373, Deposits and withdrawals, 
 Debt collection, 546554, Communication tactics, 
 Student loan, 546552, Repaying your loan, 
 Debt collection, 546053, Improper contact or sharing of info, 
 Bank account or service, 545210, Problems caused by my funds being low, 
 Credit reporting, 545352, Credit reporting company's investigation, 
 Bank account or service, 546218, Problems caused by my funds being low, 
 Credit reporting, 543311, Incorrect information on credit report, 
 Bank account or service, 544884, Problems caused by my funds being low, 
 Credit card, 544936, Billing disputes, 
 Consumer loan, 541593, Managing the loan or lease, 
 Bank account or service, 542506, Deposits and withdrawals, 
 Credit reporting, 542518, Incorrect information on credit report, 
 Bank account or service, 540206, Problems caused by my funds being low, 
 Credit card, 540439, Customer service / Customer relations, 
 Bank account or service, 540541, Deposits and withdrawals, 
 Credit reporting, 539865, Incorrect information on credit report, 
 Credit card, 540114, APR or interest rate, 
 Credit card, 540889, Other, 
 Mortgage, 538265, Credit decision / Underwriting, 
 Student loan, 538372, Repaying your loan, 
 Debt collection, 538589, Communication tactics, 
 Debt collection, 536377, Cont'd attempts collect debt not owed, 
 Credit card, 534221, APR or interest rate, 
 Debt collection, 531865, Disclosure verification of debt, 
 Student loan, 533239, Repaying your loan, 
 Debt collection, 531926, Communication tactics, 
 Student loan, 531217, Problems when you are unable to pay, 
 Consumer loan, 531238, Managing the line of credit, 
 Credit card, 528662, Billing disputes, 
 Debt collection, 529218, Cont'd attempts collect debt not owed, 
 Debt collection, 529442, Cont'd attempts collect debt not owed, 
 Credit card, 527018, Billing disputes, 
 Credit card, 527017, Billing disputes, 
 Bank account or service, 527129, Problems caused by my funds being low, 
 Credit card, 527158, Identity theft / Fraud / Embezzlement, 
 Debt collection, 525401, Cont'd attempts collect debt not owed, 
 Debt collection, 523249, Taking/threatening an illegal action, 
 Debt collection, 523250, Taking/threatening an illegal action, 
 Debt collection, 522108, Cont'd attempts collect debt not owed, 
 Debt collection, 522480, Cont'd attempts collect debt not owed, 
 Credit card, 519632, Billing disputes, 
 Credit card, 519631, Billing disputes, 
 Credit card, 521378, Closing/Cancelling account, 
 Credit card, 520331, Other, 
 Credit card, 520392, Other fee, 
 Credit card, 520602, Other, 
 Mortgage, 520945, Credit decision / Underwriting, 
 Credit card, 519492, Advertising and marketing, 
 Credit card, 518498, Billing disputes, 
 Credit reporting, 517291, Incorrect information on credit report, 
 Credit reporting, 517290, Incorrect information on credit report, 
 Credit reporting, 515930, Incorrect information on credit report, 
 Debt collection, 516002, Cont'd attempts collect debt not owed, 
 Student loan, 514358, Repaying your loan, 
 Credit card, 515460, Delinquent account, 
 Mortgage, 513661, Settlement process and costs, 
 Mortgage, 511154, Credit decision / Underwriting, 
 Debt collection, 510527, Cont'd attempts collect debt not owed, 
 Money transfers, 510504, Other transaction issues, 
 Debt collection, 510804, False statements or representation, 
 Debt collection, 508952, Cont'd attempts collect debt not owed, 
 Bank account or service, 509008, Problems caused by my funds being low, 
 Debt collection, 508814, Communication tactics, 
 Debt collection, 506420, Cont'd attempts collect debt not owed, 
 Credit reporting, 501424, Incorrect information on credit report, 
 Credit card, 505889, Closing/Cancelling account, 
 Bank account or service, 504440, Using a debit or ATM card, 
 Consumer loan, 503725, Taking out the loan or lease, 
 Credit reporting, 503310, Incorrect information on credit report, 
 Credit reporting, 503402, Incorrect information on credit report, 
 Debt collection, 502650, Taking/threatening an illegal action, 
 Debt collection, 501920, Communication tactics, 
 Mortgage, 502109, Settlement process and costs, 
 Mortgage, 502110, Settlement process and costs, 
 Debt collection, 502279, Cont'd attempts collect debt not owed, 
 Consumer loan, 502380, Managing the loan or lease, 
 Student loan, 500197, Repaying your loan, 
 Student loan, 500706, Repaying your loan, 
 Bank account or service, 499318, Problems caused by my funds being low, 
 Credit reporting, 499273, Incorrect information on credit report, 
 Credit reporting, 499270, Incorrect information on credit report, 
 Credit reporting, 499271, Incorrect information on credit report, 
 Credit reporting, 499421, Unable to get credit report/credit score, 
 Credit reporting, 498167, Incorrect information on credit report, 
 Debt collection, 496655, Cont'd attempts collect debt not owed, 
 Credit card, 496233, Billing disputes, 
 Mortgage, 496247, Credit decision / Underwriting, 
 Bank account or service, 494407, Problems caused by my funds being low, 
 Debt collection, 490352, Cont'd attempts collect debt not owed, 
 Bank account or service, 488879, Using a debit or ATM card, 
 Credit card, 489184, Identity theft / Fraud / Embezzlement, 
 Credit card, 489511, APR or interest rate, 
 Bank account or service, 489563, Problems caused by my funds being low, 
 Debt collection, 489697, Communication tactics, 
 Credit card, 491905, APR or interest rate, 
 Mortgage, 491951, Settlement process and costs, 
 Credit card, 487626, Other, 
 Debt collection, 487897, Cont'd attempts collect debt not owed, 
 Mortgage, 488029, Settlement process and costs, 
 Credit card, 488336, Identity theft / Fraud / Embezzlement, 
 Bank account or service, 488619, Problems caused by my funds being low, 
 Bank account or service, 487189, Problems caused by my funds being low, 
 Mortgage, 485152, Settlement process and costs, 
 Debt collection, 483689, False statements or representation, 
 Debt collection, 484879, Disclosure verification of debt, 
 Debt collection, 485026, Communication tactics, 
 Mortgage, 485038, Settlement process and costs, 
 Debt collection, 491359, Taking/threatening an illegal action, 
 Debt collection, 482499, Taking/threatening an illegal action, 
 Credit reporting, 481507, Incorrect information on credit report, 
 Bank account or service, 473762, Problems caused by my funds being low, 
 Consumer loan, 474295, Shopping for a loan or lease, 
 Debt collection, 472659, Communication tactics, 
 Credit card, 472706, Late fee, 
 Debt collection, 473426, Taking/threatening an illegal action, 
 Debt collection, 473425, Taking/threatening an illegal action, 
 Credit card, 473570, Balance transfer, 
 Credit reporting, 471522, Incorrect information on credit report, 
 Credit reporting, 481006, Incorrect information on credit report, 
 Debt collection, 470993, Cont'd attempts collect debt not owed, 
 Credit card, 470107, Delinquent account, 
 Credit reporting, 469777, Incorrect information on credit report, 
 Credit card, 468792, Other fee, 
 Bank account or service, 468890, Deposits and withdrawals, 
 Mortgage, 469428, Settlement process and costs, 
 Mortgage, 469627, Credit decision / Underwriting, 
 Credit card, 468409, Late fee, 
 Debt collection, 468426, False statements or representation, 
 Credit card, 466518, Closing/Cancelling account, 
 Credit card, 466961, Credit determination, 
 Credit card, 461373, Billing disputes, 
 Mortgage, 465933, Settlement process and costs, 
 Credit card, 465953, Transaction issue, 
 Credit reporting, 463701, Unable to get credit report/credit score, 
 Student loan, 462054, Problems when you are unable to pay, 
 Credit card, 462158, Customer service / Customer relations, 
 Consumer loan, 461142, Shopping for a loan or lease, 
 Consumer loan, 460263, Managing the loan or lease, 
 Mortgage, 458612, Settlement process and costs, 
 Debt collection, 457120, Cont'd attempts collect debt not owed, 
 Debt collection, 457119, Cont'd attempts collect debt not owed, 
 Bank account or service, 473363, Problems caused by my funds being low, 
 Bank account or service, 458148, Deposits and withdrawals, 
 Bank account or service, 457616, Problems caused by my funds being low, 
 Credit reporting, 457618, Incorrect information on credit report, 
 Credit reporting, 457617, Incorrect information on credit report, 
 Credit card, 458233, Credit line increase/decrease, 
 Mortgage, 458238, Settlement process and costs, 
 Bank account or service, 480148, Deposits and withdrawals, 
 Student loan, 457015, Repaying your loan, 
 Mortgage, 457049, Settlement process and costs, 
 Bank account or service, 475334, Problems caused by my funds being low, 
 Credit card, 454807, Billing disputes, 
 Student loan, 453200, Repaying your loan, 
 Credit card, 453916, APR or interest rate, 
 Student loan, 453078, Problems when you are unable to pay, 
 Credit reporting, 450584, Credit reporting company's investigation, 
 Bank account or service, 450232, Deposits and withdrawals, 
 Credit reporting, 449827, Incorrect information on credit report, 
 Credit reporting, 449826, Incorrect information on credit report, 
 Credit card, 449848, Late fee, 
 Credit card, 448343, Billing statement, 
 Credit reporting, 448824, Improper use of my credit report, 
 Credit reporting, 448819, Credit reporting company's investigation, 
 Credit reporting, 448825, Improper use of my credit report, 
 Credit card, 449335, Late fee, 
 Credit card, 448175, Other, 
 Credit card, 447933, Other, 
 Credit reporting, 447741, Incorrect information on credit report, 
 Bank account or service, 446085, Deposits and withdrawals, 
 Credit card, 446142, Billing disputes, 
 Credit reporting, 446364, Incorrect information on credit report, 
 Credit reporting, 446365, Incorrect information on credit report, 
 Credit reporting, 446366, Incorrect information on credit report, 
 Bank account or service, 443091, Problems caused by my funds being low, 
 Bank account or service, 439078, Deposits and withdrawals, 
 Bank account or service, 439008, Deposits and withdrawals, 
 Student loan, 439062, Repaying your loan, 
 Credit reporting, 435617, Unable to get credit report/credit score, 
 Credit reporting, 435618, Unable to get credit report/credit score, 
 Credit card, 434079, Billing disputes, 
 Bank account or service, 436436, Problems caused by my funds being low, 
 Mortgage, 433728, Credit decision / Underwriting, 
 Credit reporting, 433516, Unable to get credit report/credit score, 
 Credit card, 431624, Late fee, 
 Credit reporting, 432023, Incorrect information on credit report, 
 Credit card, 431699, Credit line increase/decrease, 
 Credit card, 430363, Billing statement, 
 Credit reporting, 431449, Incorrect information on credit report, 
 Credit card, 431316, Billing statement, 
 Credit reporting, 427101, Incorrect information on credit report, 
 Credit reporting, 428792, Incorrect information on credit report, 
 Credit card, 427117, Credit card protection / Debt protection, 
 Bank account or service, 426153, Deposits and withdrawals, 
 Credit card, 423938, Billing disputes, 
 Credit card, 424285, Late fee, 
 Money transfers, 423783, Other transaction issues, 
 Bank account or service, 422749, Deposits and withdrawals, 
 Money transfers, 423477, Other service issues, 
 Credit card, 422897, Credit determination, 
 Credit reporting, 422267, Incorrect information on credit report, 
 Credit reporting, 421608, Incorrect information on credit report, 
 Consumer loan, 420315, Managing the line of credit, 
 Credit card, 420331, Rewards, 
 Credit card, 420140, Billing disputes, 
 Student loan, 417592, Repaying your loan, 
 Student loan, 417958, Repaying your loan, 
 Consumer loan, 416893, Shopping for a loan or lease, 
 Consumer loan, 416730, Taking out the loan or lease, 
 Student loan, 416627, Problems when you are unable to pay, 
 Bank account or service, 416077, Problems caused by my funds being low, 
 Bank account or service, 414547, Using a debit or ATM card, 
 Credit reporting, 413530, Incorrect information on credit report, 
 Mortgage, 414524, Credit decision / Underwriting, 
 Credit reporting, 413669, Incorrect information on credit report, 
 Credit reporting, 413672, Credit reporting company's investigation, 
 Credit reporting, 413180, Credit reporting company's investigation, 
 Credit reporting, 413182, Credit reporting company's investigation, 
 Credit card, 410812, Customer service / Customer relations, 
 Credit reporting, 410227, Credit monitoring or identity protection, 
 Bank account or service, 410652, Deposits and withdrawals, 
 Credit reporting, 409013, Incorrect information on credit report, 
 Credit card, 408084, Balance transfer, 
 Consumer loan, 406646, Managing the loan or lease, 
 Bank account or service, 407256, Using a debit or ATM card, 
 Credit reporting, 406118, Incorrect information on credit report, 
 Credit card, 406154, Other, 
 Credit reporting, 406242, Improper use of my credit report, 
 Credit card, 405788, Other, 
 Credit card, 405089, APR or interest rate, 
 Credit card, 404374, Other, 
 Credit reporting, 403973, Improper use of my credit report, 
 Credit reporting, 403362, Incorrect information on credit report, 
 Bank account or service, 402566, Deposits and withdrawals, 
 Credit card, 400720, Other, 
 Credit card, 401359, Other, 
 Bank account or service, 401787, Problems caused by my funds being low, 
